City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,Itarema,-2.9248,-39.9167,80.73,75,93,14.54,BR,2022-07-30 20:09:07
357,Yeppoon,-23.1333,150.7333,55.18,73,95,13.56,AU,2022-07-30 20:09:08
358,Sorrento,40.626,14.3744,82.09,91,4,9.04,IT,2022-07-30 20:09:08
359,Harper,4.375,-7.7169,74.77,79,16,9.48,LR,2022-07-30 20:09:08
360,Hare Bay,48.8499,-54.0148,72.19,78,100,7.87,CA,2022-07-30 20:09:09
361,Mumford,5.2618,-0.759,74.53,84,100,14.67,GH,2022-07-30 20:09:20
362,Bathurst,-33.4166,149.5806,36.82,87,100,0.63,AU,2022-07-30 20:08:53
363,Scarborough,54.2797,-0.4044,65.79,89,100,3.0,GB,2022-07-30 20:09:20
364,Boa Vista,2.8197,-60.6733,78.78,83,75,3.44,BR,2022-07-30 20:06:21
365,Hohhot,40.8106,111.6522,67.75,74,75,0.96,CN,2022-07-30 20:09:24
366,Karratha,-20.7377,116.8463,71.42,55,46,4.47,AU,2022-07-30 20:09:24
367,Cockburn Town,21.4612,-71.1419,87.76,62,40,17.27,TC,2022-07-30 20:09:26
368,Nemuro,43.3236,145.575,65.41,94,4,11.27,JP,2022-07-30 20:09:26
369,Ciudad Bolivar,8.1222,-63.5497,90.55,47,89,2.57,VE,2022-07-30 20:09:27
370,Maltahohe,-24.8333,16.9833,48.18,19,46,4.99,NA,2022-07-30 20:09:29
371,Leh,34.1667,77.5833,65.55,48,61,5.99,IN,2022-07-30 20:09:29
372,Saint-Joseph,-21.3667,55.6167,65.21,78,44,12.66,RE,2022-07-30 20:09:30
373,Kano,12.0001,8.5167,70.72,85,100,13.82,NG,2022-07-30 20:09:30
374,Lake City,30.1897,-82.6393,95.63,33,6,6.2,US,2022-07-30 20:09:31
375,Jumla,29.2747,82.1838,62.92,95,100,0.47,NP,2022-07-30 20:09:31
376,Port Lincoln,-34.7333,135.8667,55.06,73,92,16.62,AU,2022-07-30 20:09:32
377,Petropavlovsk-Kamchatskiy,53.0452,158.6483,52.39,100,75,2.24,RU,2022-07-30 20:09:32
378,Lagos,6.5833,3.75,75.24,83,94,6.91,NG,2022-07-30 20:05:35
379,Praia Da Vitoria,38.7333,-27.0667,76.75,72,29,3.74,PT,2022-07-30 20:04:47
380,Quchan,37.106,58.5095,69.22,67,15,5.23,IR,2022-07-30 20:09:33
381,Rangpur,25.75,89.25,80.71,88,100,4.72,BD,2022-07-30 20:09:33
382,Constitucion,-35.3333,-72.4167,55.6,69,100,4.56,CL,2022-07-30 20:09:34
383,Aguimes,27.9054,-15.4461,72.23,73,20,31.07,ES,2022-07-30 20:09:35
384,Salekhard,66.53,66.6019,49.8,71,8,11.1,RU,2022-07-30 20:05:36
385,Urucara,-2.5364,-57.76,79.95,90,94,0.65,BR,2022-07-30 20:09:35
386,Pangody,65.85,74.4859,51.76,64,0,13.98,RU,2022-07-30 20:09:36
387,Henderson,36.0397,-114.9819,95.81,42,0,10.36,US,2022-07-30 20:09:20
388,Zwedru,6.0667,-8.1281,72.21,84,8,3.49,LR,2022-07-30 20:09:37
389,Bagan,54.1001,77.6646,62.56,81,3,7.85,RU,2022-07-30 20:09:37
390,Saint-Pierre,-21.3393,55.4781,68.92,74,20,8.05,RE,2022-07-30 20:09:37
391,Keetmanshoop,-26.5833,18.1333,50.54,51,81,7.14,NA,2022-07-30 20:09:38
392,Lavrentiya,65.5833,-171.0,46.78,70,100,2.89,RU,2022-07-30 20:09:38
393,Kasiri,8.9412,-13.1148,75.69,79,59,6.89,SL,2022-07-30 20:09:39
394,Novyy Urengoy,66.0833,76.6333,51.22,63,0,16.44,RU,2022-07-30 20:09:39
395,Laramie,41.3114,-105.5911,81.95,24,20,10.36,US,2022-07-30 20:09:40
396,Saint Anthony,45.0205,-93.218,89.29,40,20,16.11,US,2022-07-30 20:09:41
397,Stykkisholmur,65.0757,-22.7297,50.68,62,18,6.78,IS,2022-07-30 20:09:41
398,Pillaro,-1.1667,-78.5333,61.14,18,70,10.0,EC,2022-07-30 20:09:43
399,Pulandian,39.3953,121.9669,73.09,93,5,3.42,CN,2022-07-30 20:09:44
400,Northam,51.0333,-4.2167,66.38,97,100,13.96,GB,2022-07-30 20:09:44
401,La Ronge,55.1001,-105.2842,54.05,89,100,5.5,CA,2022-07-30 20:09:46
402,Unai,-16.3575,-46.9061,86.68,21,1,0.96,BR,2022-07-30 20:04:48
403,Marzuq,14.4,46.4667,82.33,54,31,5.26,YE,2022-07-30 20:09:46
404,Madisonville,37.3281,-87.4989,77.95,69,100,3.22,US,2022-07-30 20:09:48
405,Kaffrine,14.1059,-15.5508,80.87,76,99,11.74,SN,2022-07-30 20:09:48
406,Suluq,31.6682,20.2521,82.09,63,0,15.93,LY,2022-07-30 20:09:49
407,Sudbury,46.49,-80.99,79.36,40,21,8.75,CA,2022-07-30 20:04:58
408,Bilibino,68.0546,166.4372,52.75,60,98,6.35,RU,2022-07-30 20:10:00
409,Ketchikan,55.3422,-131.6461,66.67,88,100,11.5,US,2022-07-30 20:08:51
410,Pulawy,51.4166,21.9694,67.71,92,100,4.0,PL,2022-07-30 20:10:01
411,Plettenberg Bay,-34.0527,23.3716,51.82,79,20,9.55,ZA,2022-07-30 20:10:02
412,Hudson Bay,52.85,-102.3842,66.76,91,100,8.25,CA,2022-07-30 20:10:03
413,Oliver,49.1831,-119.5524,102.85,9,0,1.3,CA,2022-07-30 20:10:04
414,Champerico,14.3,-91.9167,93.74,72,83,9.22,GT,2022-07-30 20:10:05
415,Dunedin,-45.8742,170.5036,42.8,72,100,8.99,NZ,2022-07-30 20:10:05
416,Atambua,-9.1061,124.8925,70.66,89,36,5.46,ID,2022-07-30 20:10:05
417,Qui Nhon,13.7667,109.2333,79.65,84,100,4.7,VN,2022-07-30 20:10:06
418,Brainerd,46.358,-94.2008,84.45,54,75,11.5,US,2022-07-30 20:07:12
419,Raub,3.7899,101.857,74.03,86,100,0.94,MY,2022-07-30 20:10:08
420,Unguia,8.0434,-77.0945,85.24,81,100,3.49,CO,2022-07-30 20:10:09
421,Mitu,1.1983,-70.1733,82.9,70,68,1.92,CO,2022-07-30 20:10:09
422,Outjo,-20.1167,16.15,57.6,29,0,8.3,NA,2022-07-30 20:10:10
423,Flin Flon,54.7682,-101.865,65.57,53,100,5.84,CA,2022-07-30 20:10:10
424,Hami,42.8,93.45,88.65,18,100,14.94,CN,2022-07-30 20:10:11
425,Dudinka,69.4058,86.1778,49.62,74,95,16.46,RU,2022-07-30 20:10:11
426,Soderhamn,61.3037,17.0592,61.95,83,73,2.59,SE,2022-07-30 20:10:12
427,Fort Frances,48.5999,-93.4003,86.16,43,0,4.61,CA,2022-07-30 20:10:12
428,Geraldton,-28.7667,114.6,52.21,87,100,8.05,AU,2022-07-30 20:10:13
429,Boulsa,12.6675,-0.5758,86.76,52,70,6.17,BF,2022-07-30 20:10:13
430,Chifeng,42.2683,118.9636,69.26,88,0,6.13,CN,2022-07-30 20:10:14
431,Narwar,25.65,77.9,80.92,73,63,9.1,IN,2022-07-30 20:09:08
432,Belaya Gora,68.5333,146.4167,56.86,78,0,3.0,RU,2022-07-30 20:10:15
433,Camapua,-19.5314,-54.0439,83.98,23,0,6.42,BR,2022-07-30 20:10:15
434,Meulaboh,4.1363,96.1285,76.17,90,73,1.81,ID,2022-07-30 20:10:16
435,Caruray,10.3094,119.0128,79.18,81,100,3.53,PH,2022-07-30 20:10:16
436,Vievis,54.7667,24.8,61.36,81,99,7.81,LT,2022-07-30 20:10:17
437,Lyskovo,56.0328,45.0422,58.23,68,47,4.79,RU,2022-07-30 20:10:17
438,Swellendam,-34.0226,20.4417,49.3,85,90,4.59,ZA,2022-07-30 20:10:18
439,Santa Cruz,-17.8,-63.1667,77.05,31,40,5.75,BO,2022-07-30 20:10:18
440,Villazon,-22.0866,-65.5942,68.14,6,5,4.7,BO,2022-07-30 20:10:19
441,Chipinge,-20.1883,32.6236,53.91,50,0,3.65,ZW,2022-07-30 20:10:19
442,Galle,6.0367,80.217,78.91,86,89,10.2,LK,2022-07-30 20:10:20
443,Lakhdenpokhya,61.5198,30.1992,52.93,93,98,6.64,RU,2022-07-30 20:10:21
444,Koshki,54.2091,50.4677,67.35,65,82,3.47,RU,2022-07-30 20:10:21
445,Dharchula,29.85,80.5333,71.28,91,98,0.56,IN,2022-07-30 20:10:23
446,Maceio,-9.6658,-35.7353,80.04,83,40,9.22,BR,2022-07-30 20:07:25
447,Methven,-43.6333,171.65,35.02,94,100,7.16,NZ,2022-07-30 20:10:23
448,Sorland,67.667,12.6934,57.06,73,6,10.27,NO,2022-07-30 20:10:24
449,San Jose,37.3394,-121.895,83.91,54,75,12.66,US,2022-07-30 20:05:56
450,Yakima,46.4665,-120.6678,102.54,19,0,1.99,US,2022-07-30 20:10:26
451,Acarau,-2.8856,-40.12,81.16,75,100,15.99,BR,2022-07-30 20:10:26
452,Floro,61.5996,5.0328,61.23,82,100,13.8,NO,2022-07-30 20:10:28
453,Kiama,-34.6833,150.8667,42.46,88,66,7.7,AU,2022-07-30 20:10:28
454,Willmar,45.1219,-95.0433,87.82,33,0,12.66,US,2022-07-30 20:10:39
455,Mana,5.6592,-53.7767,82.42,75,14,7.72,GF,2022-07-30 20:06:15
456,Tevaitoa,-16.7833,-151.5,78.62,73,3,24.9,PF,2022-07-30 20:10:40
457,Hofn,64.2539,-15.2082,51.26,59,100,7.36,IS,2022-07-30 20:10:41
458,Morros,-9.4467,-46.3003,93.27,18,0,0.81,BR,2022-07-30 20:10:41
459,Ilembula,-8.9,34.5833,61.57,75,84,10.74,TZ,2022-07-30 20:10:42
460,Arifwala,30.294,73.0735,88.05,67,100,9.17,PK,2022-07-30 20:10:42
461,Maputo,-25.9653,32.5892,67.68,88,20,8.05,MZ,2022-07-30 20:10:43
462,Bambanglipuro,-7.95,110.2833,75.15,83,97,9.17,ID,2022-07-30 20:10:43
463,Venado Tuerto,-33.7456,-61.9688,63.77,26,58,10.87,AR,2022-07-30 20:10:46
464,Mount Pleasant,32.7941,-79.8626,95.09,71,40,13.8,US,2022-07-30 20:06:08
465,Svetlogorsk,52.6333,29.7333,65.39,75,100,6.42,BY,2022-07-30 20:10:48
466,Rawah,34.4816,41.9093,96.85,10,4,6.55,IQ,2022-07-30 20:10:50
467,Ena,35.4498,137.4128,74.84,93,0,3.04,JP,2022-07-30 20:10:50
468,Tondano,1.3038,124.9112,69.89,93,95,2.48,ID,2022-07-30 20:10:51
469,Brae,60.3964,-1.353,53.15,78,32,13.67,GB,2022-07-30 20:10:51
470,Vetapalem,15.7833,80.3167,84.06,78,100,9.84,IN,2022-07-30 20:10:52
471,Atar,20.5169,-13.0499,89.87,44,98,12.86,MR,2022-07-30 20:10:52
472,Komsomolskiy,40.4272,71.7189,78.93,41,100,9.64,UZ,2022-07-30 20:10:53
473,Banda Aceh,5.5577,95.3222,80.13,76,97,12.3,ID,2022-07-30 20:10:53
474,Perchtoldsdorf,48.119,16.2574,68.77,80,99,3.0,AT,2022-07-30 20:10:54
475,Bukama,-9.2,25.85,75.43,35,3,2.53,CD,2022-07-30 20:10:54
476,Port Alberni,49.2413,-124.8028,93.79,38,0,7.0,CA,2022-07-30 20:10:56
477,Bandarbeyla,9.4942,50.8122,75.65,86,5,30.74,SO,2022-07-30 20:10:56
478,Ixtapa,20.7,-105.2,88.23,62,75,8.05,MX,2022-07-30 20:10:56
479,Zhigalovo,54.8097,105.1578,59.29,99,100,4.09,RU,2022-07-30 20:10:57
480,Iberia,29.9502,-91.7507,84.97,83,100,4.61,US,2022-07-30 20:10:57
481,Sidrolandia,-20.9319,-54.9614,78.17,32,0,3.74,BR,2022-07-30 20:10:58
482,Cedar City,37.6775,-113.0619,83.37,37,0,9.22,US,2022-07-30 20:07:46
483,Buta,2.7858,24.73,70.34,96,76,1.59,CD,2022-07-30 20:11:00
484,Fengrun,39.8333,118.1167,72.82,93,2,4.27,CN,2022-07-30 20:11:01
485,Seoul,37.5683,126.9778,80.04,79,100,4.03,KR,2022-07-30 20:11:02
486,Ramsar,36.9226,50.6426,79.16,76,0,4.9,IR,2022-07-30 20:11:03
487,Vilhena,-12.7406,-60.1458,88.43,22,4,4.0,BR,2022-07-30 20:11:06
488,Port Antonio,18.18,-76.4612,86.95,64,13,9.13,JM,2022-07-30 20:11:08
489,Ziyang,29.2497,117.8547,75.29,97,65,0.13,CN,2022-07-30 20:11:08
490,Saint-Augustin,51.226,-58.6502,67.44,74,94,12.84,CA,2022-07-30 20:11:10
491,Epe,6.5841,3.9834,74.77,85,100,7.16,NG,2022-07-30 20:11:10
492,Pangnirtung,66.1451,-65.7125,60.8,59,100,26.46,CA,2022-07-30 20:11:10
493,Gayny,60.3071,54.3241,61.23,76,59,1.61,RU,2022-07-30 20:11:11
494,Darab,28.7519,54.5444,82.71,59,100,1.43,IR,2022-07-30 20:11:11
495,Haines Junction,60.7522,-137.5108,65.23,52,100,6.2,CA,2022-07-30 20:11:12
496,Hue,16.4667,107.6,82.51,78,20,1.14,VN,2022-07-30 20:06:41
497,College,64.8569,-147.8028,69.58,49,75,3.44,US,2022-07-30 20:11:13
498,Puerto Narino,-3.7703,-70.3831,89.35,51,38,2.64,CO,2022-07-30 20:11:14
499,Seymchan,62.8833,152.4333,56.14,51,2,5.84,RU,2022-07-30 20:11:24
500,Williams Lake,52.1415,-122.1445,94.05,27,12,1.99,CA,2022-07-30 20:08:20
501,Yumen,40.2833,97.2,78.64,24,100,6.91,CN,2022-07-30 20:11:25
502,Labuan,5.2767,115.2417,82.42,76,99,5.57,MY,2022-07-30 20:09:20
503,Genhe,50.7833,121.5167,56.12,96,99,1.61,CN,2022-07-30 20:11:26
504,Hualmay,-11.0964,-77.6139,66.69,71,24,9.55,PE,2022-07-30 20:11:27
505,Sterling,39.0062,-77.4286,90.1,50,75,10.0,US,2022-07-30 20:11:28
506,Sept-Iles,50.2001,-66.3821,70.05,73,100,3.0,CA,2022-07-30 20:11:28
507,Tilichiki,60.4667,166.1,49.64,92,100,6.89,RU,2022-07-30 20:11:29
508,Hokitika,-42.7167,170.9667,41.18,79,100,3.85,NZ,2022-07-30 20:11:29
509,Faridpur,23.6,89.8333,80.89,86,100,9.82,BD,2022-07-30 20:11:29
510,Gberia Fotombu,9.8833,-11.1667,70.11,97,77,5.06,SL,2022-07-30 20:11:30
511,Sungaipenuh,-2.0833,101.3833,63.82,87,99,1.32,ID,2022-07-30 20:11:31
512,Pekan,3.4836,103.3996,78.17,84,100,5.12,MY,2022-07-30 20:11:31
513,Axim,4.8699,-2.2405,74.79,80,73,10.38,GH,2022-07-30 20:11:32
514,Ilo,-17.6394,-71.3375,63.46,72,75,9.22,PE,2022-07-30 20:11:34
515,Vao,-22.6667,167.4833,67.6,80,100,26.26,NC,2022-07-30 20:11:34
516,Poltavka,54.3663,71.7632,63.34,79,100,6.69,RU,2022-07-30 20:11:34
517,Bet Shemesh,31.7496,34.9888,79.0,73,70,0.69,IL,2022-07-30 20:11:35
518,Henties Bay,-22.116,14.2845,54.1,92,51,8.14,NA,2022-07-30 20:11:36
519,Mitsamiouli,-11.3847,43.2844,75.69,76,1,3.78,KM,2022-07-30 20:11:37
520,Rena,61.1348,11.3641,57.4,67,100,5.1,NO,2022-07-30 20:11:38
521,Dingle,10.9995,122.6711,75.88,88,100,4.97,PH,2022-07-30 20:11:38
522,Tucurui,-3.7661,-49.6725,87.37,54,73,4.88,BR,2022-07-30 20:11:39
523,Buraydah,26.326,43.975,93.56,29,100,8.88,SA,2022-07-30 20:11:39
524,Hastings,50.8552,0.5729,70.9,90,90,15.73,GB,2022-07-30 20:11:39
525,Neiafu,-18.65,-173.9833,79.48,89,20,19.93,TO,2022-07-30 20:11:40
526,Tura,25.5198,90.2201,73.92,98,100,6.08,IN,2022-07-30 20:11:47
527,Dauphin,51.1494,-100.0502,78.51,55,100,6.93,CA,2022-07-30 20:11:48
528,Ayan,56.45,138.1667,56.75,92,89,4.56,RU,2022-07-30 20:11:48
529,Zhigansk,66.7697,123.3711,62.33,88,89,10.16,RU,2022-07-30 20:11:49
530,Caconda,-13.7333,15.0667,59.36,54,3,5.39,AO,2022-07-30 20:11:49
531,Shiraz,29.6036,52.5388,75.11,67,99,3.06,IR,2022-07-30 20:11:50
532,Vytegra,61.0064,36.4481,55.13,95,84,5.39,RU,2022-07-30 20:11:51
533,Roald,62.5833,6.1333,62.91,88,75,2.3,NO,2022-07-30 20:11:51
534,Weyburn,49.6668,-103.8511,84.87,30,100,6.42,CA,2022-07-30 20:11:52
535,Nador,35.174,-2.9287,80.85,89,100,6.91,MA,2022-07-30 20:11:52
536,Evensk,61.95,159.2333,50.49,87,100,15.9,RU,2022-07-30 20:11:54
537,Skibbereen,51.55,-9.2667,63.1,97,100,15.97,IE,2022-07-30 20:11:54
